Chain,CE_2026-03-27,CE_2026-03-25,CE_2026-03-23,strikePrice,PE_2026-03-23,PE_2026-03-25,PE_2026-03-27
Bid,,12.3,18.7,20,0,0,
Ask,,14.3,22.5,20,0.75,1.15,
Ask,,17.6,28,17.5,0.75,,
Bid,,14.1,24.1,17.5,0,,
Chain,CE_2026-08-21,CE_2026-05-15,CE_2026-04-17,strikePrice,PE_2026-04-17,PE_2026-05-15,PE_2026-08-21
Bid,1,,,430,,176.1,
Ask,4.6,,,430,,180.8,
Ask,6,,,400,,,
Bid,2,,,400,,,
Ask,7.5,,,390,,,
Bid,3.5,,,390,,,
Ask,7.5,3.7,,380,,,
Bid,3.3,0,,380,,,
Bid,5.5,0,,370,,,
Ask,9.5,3.8,,370,,,
Bid,7,,,360,,,
Ask,11,,,360,,,
Ask,10.6,,,350,,,
Bid,6.4,,,350,,,
Ask,,4.4,,340,,,
Bid,,0,,340,,,
Bid,9.4,0.65,,330,,,
Ask,13.7,4.8,,330,,,
Bid,11.7,1.65,0,320,,,
Ask,14.6,5.8,4.8,320,,,
Bid,14.3,4.1,,310,,,
Ask,17.5,7,,310,,,
Bid,16.5,5.1,0.15,300,,51.8,63.5
Ask,20,8.7,2.4,300,,55,67.1
Ask,22.8,10.7,4.8,290,,47,53.7
Bid,21,7.6,0.4,290,,43.9,50.0
Bid,22.6,10.2,2.6,280,30.1,36.5,
Ask,25.9,13.3,5.8,280,33,39.9,
Bid,26.5,13.2,5.3,270,23.1,29.7,40.0
Ask,29.4,16.5,8.5,270,25.5,33.1,43.9
Ask,33.4,20.4,11.5,260,19,26.9,37.6
Bid,30.5,17.2,8.8,260,16.2,23.5,34.6
Ask,37.8,24.9,,250,14,22.1,32.6
Bid,35,21.5,,250,10.5,18.1,29.0
Ask,42.9,28.8,22,240,10,17.5,27.8
Bid,40,25.1,18.9,240,6.8,13.5,24.0
Ask,74.2,36.5,,230,7,13.9,23.5
Bid,70,33,,230,3.1,9.6,19.6
Ask,55.3,43.4,,220,5,10.8,19.8
Bid,51,39.6,,220,2.05,6.5,15.6
Ask,87.8,80,,210,,8.1,16.5
Bid,84,77,,210,,3.9,12.2
Ask,67.9,58.8,,200,,5.9,13.3
Bid,64.3,54.9,,200,,1.85,9.1
Ask,,62.9,,195,,4.7,12.1
Bid,,59.1,,195,,1.1,7.8
Bid,78.5,60,,190,,0.55,
Ask,83,63.8,,190,,4.7,
Bid,,64.5,,185,,,
Ask,,68.1,,185,,,
Ask,,97.9,,180,,4.1,
Bid,,94.1,,180,,0,
Bid,,,,175,,0,3.4
Ask,,,,175,,4,7.8
Bid,,78,,170,,0.05,
Ask,,81.7,,170,,4.7,
Bid,91.5,86,,165,,0,1.9
Ask,95.3,90.3,,165,,3.9,6.2
Bid,,91,,160,,0,
Ask,,94.7,,160,,4.1,
Bid,,53.5,,155,,0,
Ask,,57.3,,155,,4,
Bid,,122,,150,,3.7,
Ask,,126.5,,150,,7,
Bid,,,,145,,0,
Ask,,,,145,,4.8,
Bid,,,,140,,0,
Ask,,,,140,,3.5,
Ask,,120,,135,,4.8,
Bid,,115.3,,135,,0,
Bid,,,,130,,0,
Ask,,,,130,,3.5,
Bid,,93,,125,,0,
Ask,,96.3,,125,,0,
Bid,,128.7,,120,,,
Ask,,132.9,,120,,,
Ask,,137.9,,115,,,
Bid,,133.3,,115,,,
Bid,,145,,105,,,
Ask,,149.5,,105,,,
Ask,,,,85,,2.5,
Bid,,,,85,,0,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Ask,,,0.05,63,,,
Ask,0.9,,0.85,55,,,22.6
Bid,0,,0,55,,,19.5
Bid,,0,,53,,,
Ask,,0.9,,53,,,
Bid,0.05,,0,50,,,
Ask,0.8,,0.75,50,,,
Bid,,,,49,,13.7,
Ask,,,,49,,16.5,
Ask,0.6,,0.4,47,,,
Bid,0.05,,0,47,,,
Ask,,0.7,,46,,,13.4
Bid,,0,,46,,,10.8
Bid,0.15,0.15,0,45,9.9,10,
Ask,0.85,0.45,0.15,45,12.2,12.2,
Bid,0.15,0.05,0,44,,,
Ask,1.2,0.5,0.7,44,,,
Ask,,,,43.5,10.8,,
Bid,,,,43.5,8.6,,
Ask,1.15,0.75,0.4,43,,,
Bid,0.25,0.05,0,43,,,
Bid,0.4,0.3,0.05,42,,,
Ask,1.2,0.6,0.4,42,,,
Bid,0.95,0.1,0.2,41,6.3,6.4,
Ask,1.35,1.15,0.45,41,8.2,8.4,
Ask,1.5,1.05,0.6,40,7.2,7.5,8.0
Bid,0.8,0.45,0.3,40,5.4,5.3,6.6
Ask,1.75,1.3,0.8,39,,6.6,7.1
Bid,1.35,0.85,0.25,39,,5.2,5.9
Ask,1.95,1.45,1.1,38,5.4,5.8,6.3
Bid,1.65,1.05,0.55,38,3.8,4.6,5.1
Bid,,,0.65,37.5,,,
Ask,,,1.2,37.5,,,
Ask,2.3,1.85,1.15,37,4.5,5,5.5
Bid,1.95,1.35,0.8,37,3.2,3.9,4.4
Ask,,,,36.5,4.1,,
Bid,,,,36.5,2.9,,
Ask,2.7,2.25,1.3,36,3.7,4.2,4.8
Bid,1.9,1.25,1,36,2.4,2.95,3.8
Ask,,,1.95,35.5,,,
Bid,,,1.2,35.5,,,
Bid,2.7,1.55,1.05,35,2,2.45,3.2
Ask,3.1,2.45,2.25,35,2.95,3.6,4.2
Bid,,,,34.5,1.55,,
Ask,,,,34.5,2.6,,
Bid,3.1,2,1.4,34,1.3,2.1,2.6
Ask,3.7,2.9,2.45,34,1.9,2.9,3.6
Ask,,,,33.5,1.6,,
Bid,,,,33.5,1.15,,
Ask,4.1,3.7,2.8,33,1.7,2.4,2.9
Bid,3.4,2.45,2.4,33,0.9,1.5,2.35
Ask,,,3.4,32.5,,,
Bid,,,2.05,32.5,,,
Ask,4.6,4.3,4.2,32,1.4,1.95,2.35
Bid,3.5,2.9,2.35,32,0.7,0.85,1.9
Ask,,,,31.5,1.05,,
Bid,,,,31.5,0.7,,
Ask,5.3,4.7,4.3,31,1.05,1.55,2.0
Bid,4,3.5,2.95,31,0.3,0.95,1.3
Ask,6,5.4,5,30,0.8,1.25,1.7
Bid,4.5,4.2,4.5,30,0.35,0.6,1.2
Ask,,,,29.5,0.7,,
Bid,,,,29.5,0.2,,
Ask,,7.1,,29,0.5,0.9,
Bid,,4.7,,29,0.15,0.45,
Ask,7.8,7.6,7.2,28,0.5,0.75,1.1
Bid,5.8,5.5,5.1,28,0.05,0.3,0.45
Bid,,,6.1,27,0,0.05,0.25
Ask,,,8.6,27,0.5,0.55,0.95
Bid,,7,6.6,26,0,0.05,
Ask,,9.3,9,26,0.55,0.6,
Bid,,,7,25.5,0,,
Ask,,,9.6,25.5,0.75,,
Bid,8.1,7.8,7.5,25,0,0.05,0.15
Ask,10.7,10.2,10.5,25,0.6,0.4,0.65
Bid,,,,24.5,0,,
Ask,,,,24.5,0.85,,
Bid,,,,24,0,0.05,0.05
Ask,,,,24,0.75,0.4,0.6
Bid,,,9.9,23,0,0,0.05
Ask,,,12.7,23,0.9,0.35,0.5
Bid,,,,22,,0,
Ask,,,,22,,0.9,
Bid,,,,21,0,0,0.0
Ask,,,,21,0.85,0.9,0.75
Bid,,,,20,0,0,
Ask,,,,20,0.8,0.6,
Bid,,,,19,,0,
Ask,,,,19,,0.3,
Chain,CE_2026-08-21,CE_2026-06-18,CE_2026-04-17,strikePrice,PE_2026-04-17,PE_2026-06-18,PE_2026-08-21
Bid,,0,,400,,,
Ask,,0.5,,400,,,
Ask,,1,,390,,,
Bid,,0,,390,,,
Ask,,3.3,,380,,,
Bid,,0,,380,,,
Ask,,4.8,,370,,,
Bid,,0,,370,,,
Bid,,2.85,,360,,,
Ask,,6.6,,360,,,
Bid,,0,,350,,,
Ask,,0.7,,350,,,
Ask,,1.9,,340,,150.4,
Bid,,0,,340,,145,
Ask,,3.4,,330,,,
Bid,,0,,330,,,
Bid,,0,,310,,,
Ask,,4.8,,310,,,
Bid,,0,,300,,,
Ask,,4.5,,300,,,
Bid,,0,,290,,140.2,
Ask,,4.8,,290,,148.4,
Bid,,0,,280,,,
Ask,,4.8,,280,,,
Bid,0.25,0.05,,270,,,
Ask,4.4,2.5,,270,,,
Bid,0,0.15,,260,,109.3,
Ask,3.3,1.55,,260,,114,
Ask,6.3,1.75,,250,,72.5,
Bid,0.05,0.2,,250,,66.4,
Bid,0.05,0.35,,240,,91.1,
Ask,5.8,2,,240,,96.6,
Ask,,2,,230,,93.8,
Bid,,1.2,,230,,86.4,
Ask,4.8,5.6,,220,,83.2,
Bid,2.05,1.45,,220,,77.3,
Bid,0.65,1.65,,210,,36.1,
Ask,7.7,2.95,,210,,38.3,
Bid,1.2,2.5,0,200,,50.5,
Ask,8.9,4.6,0.5,200,,55.3,
Ask,6.4,6.8,1.5,195,,59.7,
Bid,2,2.85,0,195,,53.8,
Ask,7.1,4.3,0.7,190,,55.3,
Bid,5.3,1.3,0.05,190,,48.3,
Bid,6.2,3.8,0.15,185,,44.5,
Ask,8.2,5.1,0.6,185,,50.6,
Ask,9.1,5.6,1.5,180,,45.2,48.7
Bid,6.6,4.5,0.3,180,,41.6,43.1
Ask,10.3,7.6,1.2,175,38,40.4,
Bid,8.4,4.5,0.5,175,32.1,37.3,
Ask,13,7.7,1.55,170,32,36.1,40.8
Bid,9.3,6.2,0.55,170,28.3,32.7,35.7
Ask,14.7,8.8,1.85,165,,32.5,36.1
Bid,10.2,7,1.15,165,,31.2,33.2
Bid,12.3,8.8,2,160,19.5,25.8,
Ask,15.7,10.1,2.4,160,23.5,28.8,
Ask,18.9,12,3.4,155,18.4,25.2,31.1
Bid,15.3,10.2,2.65,155,16.3,22,27.3
Ask,21.9,13.8,4.6,150,14.6,23.8,29.8
Bid,16.9,11.8,4,150,12.5,18.3,22.2
Bid,17.6,14,5.6,145,10.4,17.6,19.8
Ask,22.1,15.9,6.3,145,11.4,18.9,24.7
Bid,20.3,15.5,7.7,140,7.7,12.9,16.9
Ask,24.4,18.2,8.5,140,8.6,18.6,21.1
Ask,27.4,21.2,13.8,135,5.9,13.6,18.7
Bid,22.8,18.3,9.2,135,5.5,12.5,14.7
Bid,25.9,20.8,13.4,130,3.7,9.6,12.5
Ask,29.2,23.6,15.6,130,4.2,11.4,16.3
Bid,27.8,24.3,,125,2.5,8.4,10.1
Ask,33,26.6,,125,3.1,10.1,15.5
Bid,31.8,26.2,,120,1.35,5.9,10.1
Ask,35.2,31,,120,2.2,7.6,11.8
Bid,33.4,35.1,,115,0.9,5.1,6.5
Ask,40,40,,115,1.75,6.6,10.3
Bid,37.1,32.7,,110,0.45,3,5.5
Ask,43.6,39.4,,110,1.3,5.3,10.5
Bid,40.7,43,,105,0.2,3.4,4.9
Ask,47,48.4,,105,1,4.5,7.6
Bid,,40.9,,100,0.2,1.4,2.4
Ask,,47.2,,100,1,4.6,6.5
Ask,,60.1,,95,,2.95,5.3
Bid,,54.8,,95,,1.05,3.0
Bid,,55.5,,90,,0.05,1.9
Ask,,62.1,,90,,6,4.5
Bid,,63.4,,85,,0,1.2
Ask,,69.2,,85,,2.95,3.5
Bid,,67.9,,80,,0,
Ask,,74.1,,80,,4.8,
Ask,,,,75,,1.15,
Bid,,,,75,,0,
Bid,,67.1,,70,,0,
Ask,,75.1,,70,,0.6,
Ask,,,,65,,,4.8
Bid,,,,65,,,0.0
Chain,CE_2026-10-16,CE_2026-07-17,CE_2026-04-17,strikePrice,PE_2026-04-17,PE_2026-07-17,PE_2026-10-16
Bid,5.2,1.5,,150,,,
Ask,7.3,3.6,,150,,,
Ask,,4,0.95,145,54.6,,
Bid,,2.35,0,145,52.1,,
Ask,8.5,4.7,0.85,140,49.6,,
Bid,6.5,2.25,0,140,46.8,,
Ask,,5.6,0.75,135,,,
Bid,,2.85,0,135,,,
Bid,8.2,3.6,0,130,36.8,,
Ask,10.8,6.2,1.3,130,39.8,,
Bid,9.2,4.6,0,125,32.5,36.3,
Ask,11.6,6.4,1.45,125,34.9,38.8,
Ask,12.8,7.4,1.4,120,,,
Bid,10.4,5.4,0.6,120,,,
Ask,13.9,8.8,1.6,115,,,
Bid,11.7,6.3,0.25,115,,,
Ask,15.4,9.6,2,110,,,
Bid,14.1,7.6,1.05,110,,,
Ask,16.8,11.7,4,105,16.2,24.2,28.4
Bid,14.6,9.2,2.05,105,14.6,21.7,26.4
Ask,18.5,12.9,4.5,100,13.4,21.1,24.8
Bid,16.3,11,2.7,100,11,18.3,23.3
Ask,20.5,15,6.5,95,9.5,,
Bid,18.2,12.8,4.5,95,8,,
Ask,22.6,17.3,9,90,7.3,15.3,
Bid,20,14.5,6.9,90,5.7,12.3,
Ask,25.2,19.8,12,85,5,12.7,16.8
Bid,22.6,17.2,9.6,85,3.5,10,14.1
Ask,27.7,22.7,15.9,80,3.2,10.4,14.2
Bid,25,20,14,80,1.7,7.5,11.6
Ask,,26.3,19.6,75,2.6,8.6,
Bid,,23.2,17.3,75,1.25,5.9,
Ask,34.1,30.4,24.1,70,1.3,7,10.3
Bid,30.8,27.2,22.1,70,0.2,4.3,7.4
Ask,,33.6,28.7,65,0.75,5,8.2
Bid,,30.9,26.1,65,0.15,2.95,5.7
Ask,40.1,37.6,33.4,60,1.15,4,
Bid,37.4,34.7,30.8,60,0,1.85,
Ask,,40.7,38.2,55,0.75,3.3,
Bid,,38.6,35.7,55,0,0.9,
Ask,47.4,45.5,43.1,50,0.3,2.5,3.5
Bid,44.7,42.9,40.6,50,0,0.85,1.75
Bid,,46.8,45.6,45,0.75,0.1,
Ask,,49.5,48.2,45,2,1.65,
Ask,,58.9,53.4,40,0.75,1.9,
Bid,,55.7,50.6,40,0,0.05,
Bid,,59.8,53.2,35,0,0.1,
Ask,,63.9,57.3,35,0.75,3,
Bid,,57.7,64.8,30,0,0,
Ask,,61.7,68.2,30,1.15,0.75,
Bid,,65.9,30,25,0,0,
Ask,,69.7,32.7,25,1.3,1,
Ask,,,,22.5,1.35,,
Bid,,,,22.5,0,,
Bid,,,31.1,20,,,
Ask,,,35.3,20,,,
Ask,,,43.2,15,,,
Bid,,,39.2,15,,,
Chain,CE_2026-07-17,CE_2026-05-15,CE_2026-04-17,strikePrice,PE_2026-04-17,PE_2026-05-15,PE_2026-07-17
Bid,0,0,,75,,,
Ask,0.75,0.75,,75,,,
Ask,0.3,0.3,0.75,70,,,
Bid,0,0,0,70,,,
Ask,0.95,0.75,0.75,65,,,
Bid,0,0,0,65,,,
Ask,0.75,0.75,0.75,60,,30,
Bid,0,0,0,60,,27,
Bid,0.05,0,0,55,22,,22.5
Ask,0.5,0.75,0.15,55,24.9,,24.3
Bid,0.35,0.05,0,50,17,,17.6
Ask,0.55,0.75,0.7,50,19.3,,19.5
Ask,0.6,0.75,0.75,49,18.4,,18.6
Bid,0.4,0,0,49,16.1,,16.8
Ask,0.65,0.75,0.75,48,17.3,,17.6
Bid,0.5,0,0,48,15.1,,15.7
Bid,0.5,0.1,0,47,14.1,14.5,14.7
Ask,0.75,0.75,0.75,47,16.8,16.4,16.7
Bid,0.25,0.1,0,46,13.6,13.7,13.8
Ask,1.25,0.8,0.75,46,15.3,15.5,15.7
Bid,0.7,0.2,0.1,45,12.1,12.8,12.9
Ask,1.25,0.45,0.3,45,14.3,14.5,14.8
Bid,0.8,0.3,0,44,11.6,11.7,12.8
Ask,1.5,0.9,0.75,44,13.4,13.5,13.8
Ask,1.7,0.8,0.5,43,12.5,12.6,13.0
Bid,0.85,0.15,0,43,10.6,10.8,11.6
Bid,1.05,0.45,0,42,9.6,9.9,10.3
Ask,1.65,0.8,0.4,42,11.5,11.6,12.2
Bid,1.2,0.5,0.1,41,8.9,10,9.9
Ask,1.6,0.9,0.3,41,10.4,11.4,11.4
Ask,1.75,1.3,0.35,40,9.9,10.5,10.5
Bid,1.3,0.65,0.15,40,7.9,8.5,9.7
Ask,1.9,1.2,0.5,39,8.5,9,9.7
Bid,1.55,0.75,0.2,39,6.7,7.1,7.7
Ask,2.55,1.35,0.6,38,7.5,8.1,8.8
Bid,1.65,0.9,0.25,38,5.8,7.1,8.0
Ask,2.7,1.5,0.9,37,6.7,7.3,8.1
Bid,2,1.3,0.2,37,5,6.6,7.3
Ask,8.2,1.9,0.85,36,5.7,6.5,7.3
Bid,6.5,1.15,0.35,36,5,5.6,6.5
Ask,3.3,2.05,0.95,35,4.9,5.7,6.6
Bid,2.45,1.65,0.7,35,4.2,5.1,5.0
Ask,3.7,2.3,1.3,34,4.1,5,6.0
Bid,2.8,1.95,0.95,34,3.5,4.3,5.1
Ask,4.3,2.7,1.6,33,3.3,4.3,5.4
Bid,3.2,2.2,1.2,33,2.05,3.6,4.3
Bid,3.6,2.25,1.7,32,2.25,2.35,3.9
Ask,4.4,3,1.9,32,2.75,3.7,4.8
Bid,,3,2.05,31,1.75,2.6,3.3
Ask,,3.6,2.4,31,2.2,3.2,4.2
Ask,5.3,4.1,3,30,1.65,2.4,3.6
Bid,4.5,3.5,2.55,30,1.15,2.1,2.9
Bid,4.9,4.1,3.2,29,0.9,1.75,2.25
Ask,5.8,4.6,3.7,29,1.25,2.2,3.5
Bid,9.6,4.6,3.8,28,0.55,1.2,1.45
Ask,11.4,5.2,4.4,28,0.95,1.75,3.1
Bid,13,16,9.5,27,0.45,0.7,1.45
Ask,15.1,18.5,12,27,0.7,1.4,2.7
Bid,,5.9,12.6,26,0.3,,1.15
Ask,,7.7,15.2,26,0.55,,1.95
Bid,,5.8,6.1,25,0,,1.1
Ask,,8.4,7.9,25,0.75,,1.65
Bid,,,4.9,24,0,0.7,0.55
Ask,,,7.3,24,0.75,1.45,1.35
Bid,,6.6,15.6,23,0,1.35,
Ask,,8.4,19.8,23,0.75,2.15,
Bid,16.9,14.4,8.7,22,0,,
Ask,19.6,16.2,11.1,22,0.75,,
Ask,12.3,,11.6,21,1,1.45,
Bid,10.4,,9.5,21,0.65,0.65,
Bid,11.2,10.1,10.8,20,0.55,0,0.0
Ask,12.6,13.2,13.1,20,1.65,0.75,0.95
Bid,,,16.9,19,0.15,,
Ask,,,21,19,0.85,,
Bid,,,,18,0.05,,
Ask,,,,18,0.75,,
Ask,,,,17,0.75,,
Bid,,,,17,0,,
Bid,,,,16,0,,
Ask,,,,16,0.75,,
Ask,17.9,18,24,15,,,
Bid,15.1,15,20.5,15,,,
Chain,CE_2026-08-21,CE_2026-05-15,CE_2026-04-17,strikePrice,PE_2026-04-17,PE_2026-05-15,PE_2026-08-21
Bid,7.8,,,250,,,
Ask,10.2,,,250,,,
Ask,12,4.4,,240,,,
Bid,8.3,0.5,,240,,,
Ask,13.9,5.2,2.7,230,,,
Bid,9.9,1.35,0,230,,,
Ask,15.5,6.4,3.1,220,,,
Bid,11.8,2.5,0,220,,,
Bid,14,4,0.75,210,,,
Ask,18,7.1,2.3,210,,,
Bid,16.6,7.1,1.15,200,,,
Ask,20.5,8.6,4.7,200,,,
Ask,,10.4,5.5,195,,,
Bid,,7,2.2,195,,,
Ask,23.6,10.9,5.5,190,30.9,,
Bid,19.6,9.8,2.95,190,27.1,,
Ask,25.3,12.8,7,185,,,
Bid,21.3,11.4,4,185,,,
Bid,23.1,12,5.5,180,,,
Ask,27,14.5,8.5,180,,,
Bid,25.2,14.6,7.2,175,,,32.6
Ask,29,16.3,10,175,,,36.5
Bid,27.2,16.4,9.1,170,14.3,20.6,
Ask,31,18.6,12.3,170,17.4,22.3,
Bid,29.6,18.4,12,165,11.7,18,
Ask,32.5,20.7,14.9,165,14.6,20.1,
Bid,31.9,21.1,15.1,160,9.3,15.1,
Ask,35.5,23.3,17,160,12.1,18,
Bid,34.4,23.1,16.8,155,6.9,12.6,22.6
Ask,37.3,26.1,20.3,155,10,15.4,26.0
Bid,37,26,20.1,150,4.9,10.6,19.5
Ask,40.5,29,23.7,150,8.2,13.4,23.5
Bid,39.7,23.7,,145,3.9,9.4,
Ask,43.4,26.6,,145,6.6,11.9,
Bid,42.5,32.7,27.5,140,2,7.1,15.4
Ask,46,35.6,31,140,5.2,9.9,19.0
Bid,38.8,36.2,,135,1,5.9,
Ask,42.5,39.9,,135,4,9,
Bid,48.6,39.9,,130,0.35,3.9,11.5
Ask,52,43.5,,130,3.9,8,15.5
Bid,51.8,43.8,,125,0.1,6.5,
Ask,55.5,47.5,,125,3.5,9,
Ask,58.9,51.6,,120,2.95,8,
Bid,55.3,47.9,,120,0.05,5.3,
Bid,,52.1,,115,,2.75,
Ask,,56,,115,,6.5,
Bid,48,47.8,,110,,0.45,8.0
Ask,51,51.3,,110,,4.7,10.5
Bid,,51.5,,105,,0.05,
Ask,,55.4,,105,,3.9,
Bid,,47.4,,100,,0,5.9
Ask,,51.5,,100,,3.6,9.8
Bid,43.2,51.7,,95,,0,
Ask,47,55.9,,95,,3.4,
Bid,70.5,65.1,,90,,0,1.7
Ask,74.4,68.8,,90,,3.2,5.8
Bid,51.3,69.7,,85,,0,1.3
Ask,54.4,73.2,,85,,3.3,5.0
Bid,67,65.3,,80,,0.05,
Ask,71.1,69.5,,80,,3.8,
Ask,62.8,,,75,,3,
Bid,58.7,,,75,,0,
Bid,88,,,70,,0,0.0
Ask,91.9,,,70,,2.8,3.5
Bid,67.5,,,65,,,
Ask,71.4,,,65,,,
Bid,,,,60,,0,0.0
Ask,,,,60,,2.8,3.1
Ask,80.8,,,55,,3.1,2.6
Bid,76.9,,,55,,0,0.0
Bid,,,,50,,0,0.0
Ask,,,,50,,2.7,2.7
Ask,,123.1,,45,,0,
Bid,,119.1,,45,,0,
Chain,CE_2026-08-21,CE_2026-06-18,CE_2026-04-17,strikePrice,PE_2026-04-17,PE_2026-06-18,PE_2026-08-21
Bid,3.2,,,90,,,
Ask,5.3,,,90,,,
Ask,6.7,4.5,,85,,,
Bid,4.3,2.3,,85,,,
Ask,8.8,5.8,2.35,80,,,
Bid,5.4,3.5,0.95,80,,,
Ask,10.2,8.3,3.4,75,,,
Bid,8,5.9,2.25,75,,,
Ask,12.6,9.2,5.7,70,3.6,,9.4
Bid,10.1,7.8,5.1,70,2.9,,7.1
Ask,14.9,12.4,9,65,2.1,5.1,6.8
Bid,12.7,10.6,7.8,65,0.85,2.95,5.8
Bid,15.8,13.8,11.6,60,0.35,1.15,4.0
Ask,18.5,16.6,13.8,60,0.8,3.4,5.9
Ask,21.4,20.1,18.7,55,0.9,3,3.8
Bid,19.7,17.8,15.3,55,0,0.05,2.65
Bid,23.2,21.9,20.7,50,0,0.6,1.1
Ask,25.9,24.3,23.1,50,0.75,1.1,3.0
Bid,27.1,26.5,25.4,45,0,0,0.5
Ask,30,28.8,28.2,45,0.95,1.05,1.8
Bid,31.2,24.9,,40,,0,0.0
Ask,34.4,27.3,,40,,1.15,1.45
Bid,35.8,25.4,,35,,0.05,0.0
Ask,39.5,26.4,,35,,0.5,0.9
Bid,40.6,40.4,,30,,0,0.0
Ask,44.4,43.9,,30,,0.8,0.75
Ask,49.4,,,25,,1.55,0.95
Bid,45.4,,,25,,0,0.0
Bid,36.2,,,22.5,,0,0.0
Ask,40.5,,,22.5,,1.35,0.95
Ask,32.8,,,20,,,3.0
Bid,28.9,,,20,,,0.0
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Ask,0.35,0.3,0.3,25,,,
Bid,0,0,0,25,,,
Ask,,,0.3,24,,6.4,
Bid,,,0,24,,5.6,
Bid,0,0,0,23,4.5,,
Ask,0.3,0.3,0.3,23,5.8,,
Ask,0.3,0.35,0.3,22,4.7,4.4,4.4
Bid,0,0,0,22,3.5,3.5,3.7
Ask,,,0.3,21.5,,,
Bid,0.05,0,0,21,2.65,2.6,2.9
Ask,0.25,0.2,0.3,21,3.5,3.6,3.6
Ask,,,,20.5,2.85,,
Bid,,,,20.5,2.15,,
Ask,0.55,0.25,0.3,20,2.35,2.55,2.6
Bid,0.25,0,0,20,1.7,1.75,2.1
Ask,,,0.15,19.5,1.85,,
Bid,,,0,19.5,1.35,,
Ask,0.65,0.35,0.2,19,1.4,1.5,
Bid,0.5,0.15,0,19,1,1.1,
Ask,,,0.4,18.5,0.95,,
Bid,,,0.1,18.5,0.6,,
Ask,1.1,,,18,0.6,0.75,1.15
Bid,0.9,,,18,0.4,0.5,0.95
Bid,,,,17.5,0.2,,
Ask,,,,17.5,0.35,,
Bid,1.2,0.95,0.7,17,0.1,0.15,0.55
Ask,1.7,1.35,1.3,17,0.35,0.35,0.7
Bid,,,,16.5,0,,
Ask,,,,16.5,0.15,,
Bid,,,,16,0,0.05,0.3
Ask,,,,16,0.25,0.15,0.55
Ask,,,,15.5,0.3,,
Bid,,,,15,,,0.1
Ask,,,,15,0.05,,0.25
Bid,,,,12,0,,
Ask,,,,12,0.3,,
Chain,CE_2026-04-10,CE_2026-04-02,CE_2026-03-27,strikePrice,PE_2026-03-27,PE_2026-04-02,PE_2026-04-10
Bid,,0,,12,5,,
Ask,,2.13,,12,6.1,,
Ask,,0.16,0.2,11,5.1,,
Bid,,0,0,11,4,,
Ask,0.25,,,10.5,,,4.6
Bid,0,,,10.5,,,3.45
Ask,0.26,0.06,0.01,10,4.1,4.1,4.1
Bid,0,0,0,10,3,3,2.95
Bid,0.01,0,,9.5,,3,
Ask,0.03,0.04,,9.5,,3.55,
Bid,0.01,0,0,9,,2,2.0
Ask,0.07,0.06,0.23,9,,3.2,3.2
Ask,0.05,0.03,0.05,8.5,2.4,2.36,
Bid,0.01,0.01,0,8.5,1.72,2.21,
Ask,0.05,0.15,0.05,8,1.87,1.97,
Bid,0.02,0,0,8,1.57,1.55,
Ask,0.08,0.05,0.03,7.5,1.43,1.45,1.5
Bid,0.04,0.02,0.01,7.5,0.71,0.71,0.75
Ask,0.14,0.08,0.04,7,0.98,1.03,
Bid,0.1,0.05,0.03,7,0.63,0.67,
Ask,0.28,0.22,0.13,6.5,0.39,0.47,0.53
Bid,0.2,0.14,0.11,6.5,0.34,0.4,0.46
Ask,0.61,0.46,0.37,6,0.13,0.2,0.26
Bid,0.45,0.39,0.33,6,0.09,0.15,0.21
Ask,,1.4,1.03,5.5,0.06,0.07,0.11
Bid,,0.71,0.58,5.5,0.01,0.03,0.05
Bid,1.15,1.11,1.06,5,0,0,0.0
Ask,1.48,1.38,1.43,5,0.23,0.25,0.07
Ask,2.35,2.35,2.04,4.5,0.01,0.01,0.01
Bid,1.6,1.6,1.61,4.5,0,0,0.0
Ask,2.95,2.63,2.45,4,,,0.25
Bid,2,2.05,2.18,4,,,0.0
Bid,2.51,2.63,2.43,3.5,,0,
Ask,3.15,3.25,3.1,3.5,,0.23,
Bid,2.9,2.91,2.91,3,,,
Ask,4.1,3.4,5,3,,,
Bid,,,3.9,2,,,
Ask,,,6.35,2,,,
Ask,5.6,,5,1.5,,,
Bid,4.4,,4.55,1.5,,,
Bid,5,4.95,4.95,1,,,
Ask,5.35,5.8,5.35,1,,,
Ask,6.05,6.35,6.6,0.5,0.01,,
Bid,5.5,5.55,5.45,0.5,0,,
Chain,CE_2026-06-18,CE_2026-05-15,CE_2026-04-17,strikePrice,PE_2026-04-17,PE_2026-05-15,PE_2026-06-18
Bid,0,0,,100,,,
Ask,0.85,0.95,,100,,,
Ask,0.9,,,95,,,
Bid,0,,,95,,,
Ask,0.95,,,90,,,
Bid,0,,,90,,,
Ask,1.1,0.9,,85,,,
Bid,0,0,,85,,,
Bid,0,0,,80,,,
Ask,1.5,0.95,,80,,,
Ask,0.9,0.95,,75,,,
Bid,0,0,,75,,,
Bid,0.05,0.1,,70,,,
Ask,0.95,0.95,,70,,,
Bid,0.25,0,,65,,26.3,26.4
Ask,1.15,0.95,,65,,28.8,28.9
